,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
82,SPY220930C00455000,2022-04-07 16:11:33,455.0,20.32,22.39,22.76,-0.26000023,-1.2633636,24.0,412,0.20015753463745117,False,REGULAR,USD
83,SPY220930C00456000,2022-04-05 19:05:55,456.0,23.11,21.78,22.17,0.0,0.0,11.0,115,0.198952102355957,False,REGULAR,USD
87,SPY220930C00460000,2022-04-07 19:08:29,460.0,19.66,19.33,19.7,1.1000004,5.9267263,258.0,753,0.19268080276489258,False,REGULAR,USD
98,SPY220930C00471000,2022-03-28 15:08:06,471.0,15.67,13.46,13.82,0.0,0.0,25.0,113,0.17809354629516605,False,REGULAR,USD
102,SPY220930C00475000,2022-04-06 19:52:03,475.0,10.84,11.65,12.01,0.0,0.0,15.0,641,0.17360750717163087,False,REGULAR,USD
104,SPY220930C00477000,2022-04-07 16:32:09,477.0,9.23,10.72,11.06,4.1399994,81.33594,3023.0,41,0.17054052124023442,False,REGULAR,USD
107,SPY220930C00480000,2022-04-07 19:06:34,480.0,9.9,9.55,9.88,0.47999954,5.0955367,2273.0,2192,0.16754982849121097,False,REGULAR,USD
113,SPY220930C00486000,2022-04-05 16:19:01,486.0,8.4,7.36,7.67,0.0,0.0,21.0,137,0.16091232162475588,False,REGULAR,USD
122,SPY220930C00495000,2022-04-06 19:59:48,495.0,4.38,4.8,5.07,0.0,0.0,15.0,98,0.1525048129272461,False,REGULAR,USD
127,SPY220930C00500000,2022-04-07 18:02:10,500.0,3.68,3.76,4.0,-0.07999992,-2.1276577,30.0,1447,0.1491173956298828,False,REGULAR,USD
130,SPY220930C00503000,2022-03-22 18:11:05,503.0,3.91,3.24,3.46,0.0,0.0,400.0,1513,0.14737791107177733,False,REGULAR,USD
138,SPY220930C00515000,2022-04-01 15:50:48,515.0,2.12,1.8,1.91,0.0,0.0,23.0,266,0.14231204376220702,False,REGULAR,USD
140,SPY220930C00525000,2022-04-06 18:16:20,525.0,1.0,1.09,1.19,0.0,0.0,64.0,2490,0.14087773193359376,False,REGULAR,USD
142,SPY220930C00535000,2022-04-06 19:42:05,535.0,0.63,0.66,0.75,0.0,0.0,231.0,372,0.14069462829589846,False,REGULAR,USD
147,SPY220930C00560000,2022-04-01 18:32:32,560.0,0.3,0.24,0.28,0.0,0.0,25.0,229,0.145516357421875,False,REGULAR,USD
151,SPY220930C00580000,2022-04-06 20:07:18,580.0,0.11,0.1,0.17,0.0,0.0,102.0,1373,0.15454947021484378,False,REGULAR,USD
